"Group","Mouse","Tumor","ID","Day","Volume","death","last_day_obs","sac_day"
"JQ1+ XRT","847","L","847:L",27,NA,1,19,22
"JQ1+ XRT","848","R","848:R",27,NA,1,19,22
"JQ1+ XRT","848","L","848:L",27,NA,0,19,22
"JQ1+ XRT","996","R","996:R",27,137.664993653333,0,35,NA
"JQ1+ XRT","996","L","996:L",27,37.46573268,0,35,NA
"JQ1+ XRT","967","R","967:R",27,277.052013546667,0,35,NA
"JQ1+ XRT","967","L","967:L",27,119.955117333333,0,35,NA
"JQ1","970","R","970:R",30,3481.35680516667,0,35,NA
"JQ1","970","L","970:L",30,1532.09911408333,0,35,NA
"JQ1","935","R","935:R",30,3045.464334,0,35,NA
"JQ1","935","L","935:L",30,2468.30511438667,0,35,NA
"JQ1","934 (dead)","R","934 (dead):R",30,NA,0,3,6
"JQ1","934 (dead)","L","934 (dead):L",30,NA,1,3,6
"JQ1","977","R","977:R",30,NA,0,19,22
"JQ1","977","L","977:L",30,NA,1,19,22
"JQ1","961","R","961:R",30,1263.92174272,0,35,NA
"JQ1","961","L","961:L",30,214.93978868,0,35,NA
"JQ1","936","R","936:R",30,NA,1,19,22
"JQ1","936","L","936:L",30,NA,0,19,22
"JQ1","971","R","971:R",30,3647.59100404,0,35,NA
"JQ1","971","L","971:L",30,1458.7056045,0,35,NA
"JQ1","952","R","952:R",30,NA,1,19,22
"JQ1","952","L","952:L",30,NA,0,19,22
"JQ1","958","R","958:R",30,2732.31995103,0,35,NA
"JQ1","958","L","958:L",30,1182.25465917333,0,35,NA
"JQ1+ XRT","991","R","991:R",30,96.0344738266667,0,35,NA
"JQ1+ XRT","991","L","991:L",30,15.1265627333333,0,35,NA
"JQ1+ XRT","965","R","965:R",30,170.692284,0,35,NA
"JQ1+ XRT","965","L","965:L",30,414.92411532,0,35,NA
"JQ1+ XRT","956","R","956:R",30,894.59065976,0,35,NA
"JQ1+ XRT","956","L","956:L",30,111.32269632,0,35,NA
"JQ1+ XRT","972(no tag)","R","972(no tag):R",30,396.03320022,0,35,NA
"JQ1+ XRT","972(no tag)","L","972(no tag):L",30,110.211982026667,0,35,NA
"JQ1+ XRT","954","R","954:R",30,672.77075742,0,35,NA
"JQ1+ XRT","954","L","954:L",30,160.26803664,0,35,NA
"JQ1+ XRT","999","R","999:R",30,437.70474153,0,35,NA
"JQ1+ XRT","999","L","999:L",30,42.4795423333333,0,35,NA
"JQ1+ XRT","847","R","847:R",30,NA,0,19,22
"JQ1+ XRT","847","L","847:L",30,NA,1,19,22
"JQ1+ XRT","848","R","848:R",30,NA,1,19,22
"JQ1+ XRT","848","L","848:L",30,NA,0,19,22
"JQ1+ XRT","996","R","996:R",30,181.498253833333,0,35,NA
"JQ1+ XRT","996","L","996:L",30,34.5818666666667,0,35,NA
"JQ1+ XRT","967","R","967:R",30,332.69117028,0,35,NA
"JQ1+ XRT","967","L","967:L",30,148.41387567,0,35,NA
"JQ1","970","R","970:R",35,2920.01653608,0,35,NA
"JQ1","970","L","970:L",35,1363.62821628,0,35,NA
"JQ1","935","R","935:R",35,3332.82781866667,0,35,NA
"JQ1","935","L","935:L",35,1820.93776708667,0,35,NA
"JQ1","934 (dead)","R","934 (dead):R",35,NA,0,3,6
"JQ1","934 (dead)","L","934 (dead):L",35,NA,1,3,6
"JQ1","977","R","977:R",35,NA,0,19,22
"JQ1","977","L","977:L",35,NA,1,19,22
"JQ1","961","R","961:R",35,1613.34425856,0,35,NA
"JQ1","961","L","961:L",35,280.497037333333,0,35,NA
"JQ1","936","R","936:R",35,NA,1,19,22
"JQ1","936","L","936:L",35,NA,0,19,22
"JQ1","971","R","971:R",35,5663.71839312667,0,35,NA
"JQ1","971","L","971:L",35,2160.86039033667,0,35,NA
"JQ1","952","R","952:R",35,NA,1,19,22
"JQ1","952","L","952:L",35,NA,0,19,22
"JQ1","958","R","958:R",35,2690.70233189333,0,35,NA
"JQ1","958","L","958:L",35,1088.27149449,0,35,NA
"JQ1+ XRT","991","R","991:R",35,50.05047588,0,35,NA
"JQ1+ XRT","991","L","991:L",35,24.39337888,0,35,NA
"JQ1+ XRT","965","R","965:R",35,88.41636963,0,35,NA
"JQ1+ XRT","965","L","965:L",35,210.59155279,0,35,NA
"JQ1+ XRT","956","R","956:R",35,1012.99738081667,0,35,NA
"JQ1+ XRT","956","L","956:L",35,234.45168588,0,35,NA
"JQ1+ XRT","972(no tag)","R","972(no tag):R",35,400.2192975,0,35,NA
"JQ1+ XRT","972(no tag)","L","972(no tag):L",35,75.51885888,0,35,NA
"JQ1+ XRT","954","R","954:R",35,531.691759516667,0,35,NA
"JQ1+ XRT","954","L","954:L",35,83.8358543333333,0,35,NA
"JQ1+ XRT","999","R","999:R",35,427.26158352,0,35,NA
"JQ1+ XRT","999","L","999:L",35,40.4840634366667,0,35,NA
"JQ1+ XRT","847","R","847:R",35,NA,0,19,22
"JQ1+ XRT","847","L","847:L",35,NA,1,19,22
"JQ1+ XRT","848","R","848:R",35,NA,1,19,22
"JQ1+ XRT","848","L","848:L",35,NA,0,19,22
"JQ1+ XRT","996","R","996:R",35,444.62281308,0,35,NA
"JQ1+ XRT","996","L","996:L",35,21.3646662366667,0,35,NA
"JQ1+ XRT","967","R","967:R",35,139.386274666667,0,35,NA
"JQ1+ XRT","967","L","967:L",35,59.7649681066667,0,35,NA
