"Group","Mouse","Tumor","ID","Day","Volume","death","last_day_obs","sac_day","Baseline","Drug1","Drug2"
"XRT","976","L","976:L",12,82.715136,0,35,NA,218.524614163333,0,1
"XRT","960","R","960:R",12,381.51,1,19,22,282.27401776,0,1
"XRT","960","L","960:L",12,241.443821656667,0,19,22,56.3806802933333,0,1
"XRT","979","R","979:R",12,846.8280915,0,35,NA,388.87770856,0,1
"XRT","979","L","979:L",12,515.466506596667,0,35,NA,224.557058133333,0,1
"XRT","998","R","998:R",12,706.38416226,0,35,NA,800.514922643333,0,1
"XRT","998","L","998:L",12,754.408300893333,0,35,NA,622.253813083333,0,1
"XRT","974","R","974:R",12,349.14845664,0,35,NA,244.11010608,0,1
"XRT","974","L","974:L",12,439.88054016,0,35,NA,865.29655728,0,1
"XRT","968","R","968:R",12,365.31905472,0,35,NA,70.5191666666667,0,1
"XRT","968","L","968:L",12,248.932741543333,0,35,NA,1512.72824004,0,1
"XRT","997","R","997:R",12,752.20597188,0,35,NA,468.35549985,0,1
"XRT","997","L","997:L",12,485.356701196667,0,35,NA,748.341703666667,0,1
"XRT","969","R","969:R",12,1265.42088181667,1,19,22,251.632692,0,1
"XRT","969","L","969:L",12,534.28720554,0,19,22,897.232297276666,0,1
"JQ1+ XRT","991","R","991:R",12,232.325954026667,0,35,NA,31.82705256,1,1
"JQ1+ XRT","991","L","991:L",12,20.3833728,0,35,NA,147.9949824,1,1
"JQ1+ XRT","965","R","965:R",12,602.46493125,0,35,NA,686.60025,1,1
"JQ1+ XRT","965","L","965:L",12,491.76201441,0,35,NA,254.7875442,1,1
"JQ1+ XRT","956","R","956:R",12,466.017029333333,0,35,NA,447.55510365,1,1
"JQ1+ XRT","956","L","956:L",12,147.79861308,0,35,NA,104.202697126667,1,1
"JQ1+ XRT","972(no tag)","R","972(no tag):R",12,467.59015625,0,35,NA,533.88599832,1,1
"JQ1+ XRT","972(no tag)","L","972(no tag):L",12,380.997081,0,35,NA,645.350384,1,1
"JQ1+ XRT","954","R","954:R",12,478.6215964,0,35,NA,244.669696993333,1,1
"JQ1+ XRT","954","L","954:L",12,144.90589122,0,35,NA,896.898580693333,1,1
"JQ1+ XRT","999","R","999:R",12,690.807052963333,0,35,NA,50.34590592,1,1
"JQ1+ XRT","999","L","999:L",12,31.8971562,0,35,NA,1422.1688,1,1
"JQ1+ XRT","847","R","847:R",12,406.608648,0,19,22,1020.6803145,1,1
"JQ1+ XRT","847","L","847:L",12,913.884228573333,1,19,22,418.626876586667,1,1
"JQ1+ XRT","848","R","848:R",12,2218.62742773,1,19,22,105.65027376,1,1
"JQ1+ XRT","848","L","848:L",12,153.908565333333,0,19,22,1559.76859050667,1,1
"JQ1+ XRT","996","R","996:R",12,392.45747184,0,35,NA,39.4867643733333,1,1
"JQ1+ XRT","996","L","996:L",12,21.45117376,0,35,NA,239.263511893333,1,1
"JQ1+ XRT","967","R","967:R",12,384.74852064,0,35,NA,152.70590556,1,1
"JQ1+ XRT","967","L","967:L",12,165.090262333333,0,35,NA,380.094404266667,1,1
"Vehicle","980","R","980:R",15,1734.68243285333,0,35,NA,107.45865,0,0
"Vehicle","980","L","980:L",15,174.57422832,0,35,NA,479.575978466667,0,0
"Vehicle","973","R","973:R",15,526.93827575,0,35,NA,457.92251544,0,0
"Vehicle","973","L","973:L",15,715.384565106667,0,35,NA,157.817708333333,0,0
"Vehicle","955","R","955:R",15,3334.20146138333,1,19,22,128.680331626667,0,0
"Vehicle","955","L","955:L",15,449.43670626,0,19,22,1674.53775292,0,0
"Vehicle","992","R","992:R",15,1425.53628672,0,35,NA,59.49570264,0,0
"Vehicle","992","L","992:L",15,283.05457152,0,35,NA,112.06776808,0,0
"Vehicle","982","R","982:R",15,321.703778573333,0,35,NA,154.981203463333,0,0
"Vehicle","982","L","982:L",15,441.21478425,0,35,NA,147.801841,0,0
"Vehicle","951","R","951:R",15,1090.49509491,0,19,22,348.738657333333,0,0
"Vehicle","951","L","951:L",15,1101.72745424,1,19,22,127.43078328,0,0
"Vehicle","953","R","953:R",15,1277.41835657333,0,35,NA,1061.36940266667,0,0
"Vehicle","953","L","953:L",15,1109.35597538667,0,35,NA,649.117732973333,0,0
"Vehicle","966","R","966:R",15,1913.96811237667,1,19,22,352.018858333333,0,0
"Vehicle","966","L","966:L",15,1033.69590442667,0,19,22,703.64494872,0,0
"Vehicle","986","R","986:R",15,925.575019006667,0,35,NA,152.70590556,0,0
"Vehicle","986","L","986:L",15,326.3597622,0,35,NA,380.094404266667,0,0
"JQ1","970","R","970:R",15,799.6327768,0,35,NA,86.407776,1,0
"JQ1","970","L","970:L",15,697.062919446667,0,35,NA,168.77957184,1,0
"JQ1","935","R","935:R",15,822.891631813333,0,35,NA,341.963113,1,0
"JQ1","935","L","935:L",15,1066.732732,0,35,NA,190.972599906667,1,0
"JQ1","934 (dead)","R","934 (dead):R",15,NA,0,3,6,281.946570186667,1,0
"JQ1","934 (dead)","L","934 (dead):L",15,NA,1,3,6,746.931628053333,1,0
"JQ1","977","R","977:R",15,246.14145372,0,19,22,458.270266253333,1,0
"JQ1","977","L","977:L",15,3308.30361901333,1,19,22,53.9234753866667,1,0
"JQ1","961","R","961:R",15,447.36538956,0,35,NA,63.82340136,1,0
"JQ1","961","L","961:L",15,66.0931273333333,0,35,NA,749.15541792,1,0
"JQ1","936","R","936:R",15,1372.37034837,1,19,22,617.455814583333,1,0
"JQ1","936","L","936:L",15,1177.00107964333,0,19,22,989.36038136,1,0
"JQ1","971","R","971:R",15,955.999057813333,0,35,NA,105.65027376,1,0
"JQ1","971","L","971:L",15,405.7888725,0,35,NA,1559.76859050667,1,0
"JQ1","952","R","952:R",15,3499.9616872,1,19,22,1761.34583025,1,0
"JQ1","952","L","952:L",15,2851.03420735,0,19,22,864.85112316,1,0
"JQ1","958","R","958:R",15,981.48524409,0,35,NA,107.9689,1,0
"JQ1","958","L","958:L",15,415.285141006667,0,35,NA,267.21445059,1,0
"XRT","837","R","837:R",15,359.407867083333,0,19,22,1131.9072,0,1
"XRT","837","L","837:L",15,1280.35984891333,1,19,22,222.129984666667,0,1
"XRT","976","R","976:R",15,435.537101666667,0,35,NA,89.6208333333333,0,1
"XRT","976","L","976:L",15,60.436993,0,35,NA,218.524614163333,0,1
"XRT","960","R","960:R",15,468.66168125,1,19,22,282.27401776,0,1
"XRT","960","L","960:L",15,194.1087084,0,19,22,56.3806802933333,0,1
"XRT","979","R","979:R",15,958.9594854,0,35,NA,388.87770856,0,1
"XRT","979","L","979:L",15,379.198483766667,0,35,NA,224.557058133333,0,1
"XRT","998","R","998:R",15,748.347242626667,0,35,NA,800.514922643333,0,1
"XRT","998","L","998:L",15,535.766058666667,0,35,NA,622.253813083333,0,1
"XRT","974","R","974:R",15,505.59380704,0,35,NA,244.11010608,0,1
"XRT","974","L","974:L",15,432.760058453333,0,35,NA,865.29655728,0,1
"XRT","968","R","968:R",15,369.111605333333,0,35,NA,70.5191666666667,0,1
"XRT","968","L","968:L",15,694.948384833333,0,35,NA,1512.72824004,0,1
"XRT","997","R","997:R",15,902.284993213333,0,35,NA,468.35549985,0,1
"XRT","997","L","997:L",15,533.58084684,0,35,NA,748.341703666667,0,1
"XRT","969","R","969:R",15,1242.78076380333,1,19,22,251.632692,0,1
"XRT","969","L","969:L",15,302.348222496667,0,19,22,897.232297276666,0,1
"JQ1+ XRT","991","R","991:R",15,303.71613419,0,35,NA,31.82705256,1,1
"JQ1+ XRT","991","L","991:L",15,22.05546048,0,35,NA,147.9949824,1,1
"JQ1+ XRT","965","R","965:R",15,473.323202266667,0,35,NA,686.60025,1,1
"JQ1+ XRT","965","L","965:L",15,656.53632,0,35,NA,254.7875442,1,1
"JQ1+ XRT","956","R","956:R",15,348.55529808,0,35,NA,447.55510365,1,1
"JQ1+ XRT","956","L","956:L",15,161.83670528,0,35,NA,104.202697126667,1,1
"JQ1+ XRT","972(no tag)","R","972(no tag):R",15,361.723760476667,0,35,NA,533.88599832,1,1
"JQ1+ XRT","972(no tag)","L","972(no tag):L",15,438.175922603333,0,35,NA,645.350384,1,1
"JQ1+ XRT","954","R","954:R",15,689.93389851,0,35,NA,244.669696993333,1,1
"JQ1+ XRT","954","L","954:L",15,194.61477906,0,35,NA,896.898580693333,1,1
"JQ1+ XRT","999","R","999:R",15,1041.59432375,0,35,NA,50.34590592,1,1
"JQ1+ XRT","999","L","999:L",15,52.6547385,0,35,NA,1422.1688,1,1
"JQ1+ XRT","847","R","847:R",15,508.72405734,0,19,22,1020.6803145,1,1
"JQ1+ XRT","847","L","847:L",15,1498.4089734,1,19,22,418.626876586667,1,1
"JQ1+ XRT","848","R","848:R",15,2206.329321,1,19,22,105.65027376,1,1
"JQ1+ XRT","848","L","848:L",15,121.616277813333,0,19,22,1559.76859050667,1,1
"JQ1+ XRT","996","R","996:R",15,229.599612916667,0,35,NA,39.4867643733333,1,1
"JQ1+ XRT","996","L","996:L",15,41.7121231933333,0,35,NA,239.263511893333,1,1
"JQ1+ XRT","967","R","967:R",15,357.9206715,0,35,NA,152.70590556,1,1
"JQ1+ XRT","967","L","967:L",15,144.575585723333,0,35,NA,380.094404266667,1,1
"Vehicle","980","R","980:R",19,2281.68738466667,0,35,NA,107.45865,0,0
"Vehicle","980","L","980:L",19,216.332981036667,0,35,NA,479.575978466667,0,0
"Vehicle","973","R","973:R",19,587.29662117,0,35,NA,457.92251544,0,0
"Vehicle","973","L","973:L",19,1156.6612016,0,35,NA,157.817708333333,0,0
"Vehicle","955","R","955:R",19,3125.12186517,1,19,22,128.680331626667,0,0
"Vehicle","955","L","955:L",19,421.21251953,0,19,22,1674.53775292,0,0
"Vehicle","992","R","992:R",19,1025.30870485333,0,35,NA,59.49570264,0,0
"Vehicle","992","L","992:L",19,261.922720583333,0,35,NA,112.06776808,0,0
"Vehicle","982","R","982:R",19,326.03564669,0,35,NA,154.981203463333,0,0
"Vehicle","982","L","982:L",19,441.001643666667,0,35,NA,147.801841,0,0
"Vehicle","951","R","951:R",19,1777.53222933333,0,19,22,348.738657333333,0,0
"Vehicle","951","L","951:L",19,2521.42840682667,1,19,22,127.43078328,0,0
"Vehicle","953","R","953:R",19,1387.26453645,0,35,NA,1061.36940266667,0,0
"Vehicle","953","L","953:L",19,1440.00759216,0,35,NA,649.117732973333,0,0
"Vehicle","966","R","966:R",19,2522.28026737,1,19,22,352.018858333333,0,0
"Vehicle","966","L","966:L",19,1331.573991,0,19,22,703.64494872,0,0
"Vehicle","986","R","986:R",19,898.80046875,0,35,NA,152.70590556,0,0
"Vehicle","986","L","986:L",19,342.32146236,0,35,NA,380.094404266667,0,0
"JQ1","970","R","970:R",19,1798.13140805333,0,35,NA,86.407776,1,0
"JQ1","970","L","970:L",19,898.48695231,0,35,NA,168.77957184,1,0
"JQ1","935","R","935:R",19,1120.98129525,0,35,NA,341.963113,1,0
"JQ1","935","L","935:L",19,1254.07622666667,0,35,NA,190.972599906667,1,0
"JQ1","934 (dead)","R","934 (dead):R",19,NA,0,3,6,281.946570186667,1,0
"JQ1","934 (dead)","L","934 (dead):L",19,NA,1,3,6,746.931628053333,1,0
"JQ1","977","R","977:R",19,523.27737801,0,19,22,458.270266253333,1,0
"JQ1","977","L","977:L",19,5032.76097575333,1,19,22,53.9234753866667,1,0
"JQ1","961","R","961:R",19,667.32434892,0,35,NA,63.82340136,1,0
"JQ1","961","L","961:L",19,100.01055744,0,35,NA,749.15541792,1,0
"JQ1","936","R","936:R",19,1815.81267269333,1,19,22,617.455814583333,1,0
"JQ1","936","L","936:L",19,1543.21487684,0,19,22,989.36038136,1,0
"JQ1","971","R","971:R",19,1815.48101909,0,35,NA,105.65027376,1,0
"JQ1","971","L","971:L",19,801.93362907,0,35,NA,1559.76859050667,1,0
"JQ1","952","R","952:R",19,5185.43203464,1,19,22,1761.34583025,1,0
"JQ1","952","L","952:L",19,4753.81701225,0,19,22,864.85112316,1,0
"JQ1","958","R","958:R",19,1252.13943541667,0,35,NA,107.9689,1,0
"JQ1","958","L","958:L",19,438.8494458,0,35,NA,267.21445059,1,0
"XRT","837","R","837:R",19,343.428239093333,0,19,22,1131.9072,0,1
"XRT","837","L","837:L",19,1359.43371636,1,19,22,222.129984666667,0,1
"XRT","976","R","976:R",19,313.557879626667,0,35,NA,89.6208333333333,0,1
"XRT","976","L","976:L",19,25.0049577266667,0,35,NA,218.524614163333,0,1
"XRT","960","R","960:R",19,511.38411462,1,19,22,282.27401776,0,1
"XRT","960","L","960:L",19,116.37771795,0,19,22,56.3806802933333,0,1
"XRT","979","R","979:R",19,1658.98093378,0,35,NA,388.87770856,0,1
"XRT","979","L","979:L",19,327.2775528,0,35,NA,224.557058133333,0,1
"XRT","998","R","998:R",19,559.661676373333,0,35,NA,800.514922643333,0,1
"XRT","998","L","998:L",19,454.579893333333,0,35,NA,622.253813083333,0,1
"XRT","974","R","974:R",19,525.4460928,0,35,NA,244.11010608,0,1
"XRT","974","L","974:L",19,216.40679982,0,35,NA,865.29655728,0,1
"XRT","968","R","968:R",19,241.77975822,0,35,NA,70.5191666666667,0,1
"XRT","968","L","968:L",19,402.701127333333,0,35,NA,1512.72824004,0,1
"XRT","997","R","997:R",19,734.64501948,0,35,NA,468.35549985,0,1
"XRT","997","L","997:L",19,404.575916666667,0,35,NA,748.341703666667,0,1
"XRT","969","R","969:R",19,1118.06387572,1,19,22,251.632692,0,1
"XRT","969","L","969:L",19,569.578744653333,0,19,22,897.232297276666,0,1
"JQ1+ XRT","991","R","991:R",19,188.991366666667,0,35,NA,31.82705256,1,1
"JQ1+ XRT","991","L","991:L",19,23.32145196,0,35,NA,147.9949824,1,1
"JQ1+ XRT","965","R","965:R",19,352.215315573333,0,35,NA,686.60025,1,1
"JQ1+ XRT","965","L","965:L",19,431.779175833333,0,35,NA,254.7875442,1,1
"JQ1+ XRT","956","R","956:R",19,626.29902432,0,35,NA,447.55510365,1,1
"JQ1+ XRT","956","L","956:L",19,132.692948093333,0,35,NA,104.202697126667,1,1
"JQ1+ XRT","972(no tag)","R","972(no tag):R",19,388.76015952,0,35,NA,533.88599832,1,1
"JQ1+ XRT","972(no tag)","L","972(no tag):L",19,327.64702404,0,35,NA,645.350384,1,1
"JQ1+ XRT","954","R","954:R",19,794.39280917,0,35,NA,244.669696993333,1,1
"JQ1+ XRT","954","L","954:L",19,246.41556002,0,35,NA,896.898580693333,1,1
"JQ1+ XRT","999","R","999:R",19,489.680320533333,0,35,NA,50.34590592,1,1
"JQ1+ XRT","999","L","999:L",19,74.18544532,0,35,NA,1422.1688,1,1
"JQ1+ XRT","847","R","847:R",19,434.853093486667,0,19,22,1020.6803145,1,1
"JQ1+ XRT","847","L","847:L",19,1479.17385045333,1,19,22,418.626876586667,1,1
"JQ1+ XRT","848","R","848:R",19,2117.79199438333,1,19,22,105.65027376,1,1
"JQ1+ XRT","848","L","848:L",19,125.553657786667,0,19,22,1559.76859050667,1,1
"JQ1+ XRT","996","R","996:R",19,222.841875,0,35,NA,39.4867643733333,1,1
"JQ1+ XRT","996","L","996:L",19,34.8798652266667,0,35,NA,239.263511893333,1,1
"JQ1+ XRT","967","R","967:R",19,292.44457824,0,35,NA,152.70590556,1,1
"JQ1+ XRT","967","L","967:L",19,168.00034944,0,35,NA,380.094404266667,1,1
"Vehicle","980","R","980:R",22,2893.17045924,0,35,NA,107.45865,0,0
"Vehicle","980","L","980:L",22,313.04593455,0,35,NA,479.575978466667,0,0
"Vehicle","973","R","973:R",22,842.380804833333,0,35,NA,457.92251544,0,0
"Vehicle","973","L","973:L",22,1323.36131995333,0,35,NA,157.817708333333,0,0
"Vehicle","955","R","955:R",22,NA,1,19,22,128.680331626667,0,0
"Vehicle","955","L","955:L",22,NA,0,19,22,1674.53775292,0,0
"Vehicle","992","R","992:R",22,1156.81941207,0,35,NA,59.49570264,0,0
"Vehicle","992","L","992:L",22,315.979333016667,0,35,NA,112.06776808,0,0
"Vehicle","982","R","982:R",22,460.113268843333,0,35,NA,154.981203463333,0,0
"Vehicle","982","L","982:L",22,461.001500006667,0,35,NA,147.801841,0,0
"Vehicle","951","R","951:R",22,NA,0,19,22,348.738657333333,0,0
"Vehicle","951","L","951:L",22,NA,1,19,22,127.43078328,0,0
"Vehicle","953","R","953:R",22,1935.27846708,0,35,NA,1061.36940266667,0,0
"Vehicle","953","L","953:L",22,1695.99871092,0,35,NA,649.117732973333,0,0
"Vehicle","966","R","966:R",22,NA,1,19,22,352.018858333333,0,0
"Vehicle","966","L","966:L",22,NA,0,19,22,703.64494872,0,0
"Vehicle","986","R","986:R",22,1162.23720732,0,35,NA,152.70590556,0,0
"Vehicle","986","L","986:L",22,458.49687325,0,35,NA,380.094404266667,0,0
"JQ1","970","R","970:R",22,2308.97540133,0,35,NA,86.407776,1,0
"JQ1","970","L","970:L",22,1034.0064274,0,35,NA,168.77957184,1,0
"JQ1","935","R","935:R",22,1627.37866858667,0,35,NA,341.963113,1,0
"JQ1","935","L","935:L",22,1603.77210672,0,35,NA,190.972599906667,1,0
"JQ1","934 (dead)","R","934 (dead):R",22,NA,0,3,6,281.946570186667,1,0
"JQ1","934 (dead)","L","934 (dead):L",22,NA,1,3,6,746.931628053333,1,0
"JQ1","977","R","977:R",22,NA,0,19,22,458.270266253333,1,0
"JQ1","977","L","977:L",22,NA,1,19,22,53.9234753866667,1,0
"JQ1","961","R","961:R",22,759.553780166667,0,35,NA,63.82340136,1,0
"JQ1","961","L","961:L",22,176.01588396,0,35,NA,749.15541792,1,0
"JQ1","936","R","936:R",22,NA,1,19,22,617.455814583333,1,0
"JQ1","936","L","936:L",22,NA,0,19,22,989.36038136,1,0
"JQ1","971","R","971:R",22,2240.31800608,0,35,NA,105.65027376,1,0
"JQ1","971","L","971:L",22,1025.956692,0,35,NA,1559.76859050667,1,0
"JQ1","952","R","952:R",22,NA,1,19,22,1761.34583025,1,0
"JQ1","952","L","952:L",22,NA,0,19,22,864.85112316,1,0
"JQ1","958","R","958:R",22,1899.35283375,0,35,NA,107.9689,1,0
"JQ1","958","L","958:L",22,536.02731504,0,35,NA,267.21445059,1,0
"XRT","837","R","837:R",22,NA,0,19,22,1131.9072,0,1
"XRT","837","L","837:L",22,NA,1,19,22,222.129984666667,0,1
"XRT","976","R","976:R",22,252.65864304,0,35,NA,89.6208333333333,0,1
"XRT","976","L","976:L",22,17.97538687,0,35,NA,218.524614163333,0,1
"XRT","960","R","960:R",22,NA,1,19,22,282.27401776,0,1
"XRT","960","L","960:L",22,NA,0,19,22,56.3806802933333,0,1
"XRT","979","R","979:R",22,1445.17950657,0,35,NA,388.87770856,0,1
"XRT","979","L","979:L",22,333.56628357,0,35,NA,224.557058133333,0,1
"XRT","998","R","998:R",22,474.13929036,0,35,NA,800.514922643333,0,1
"XRT","998","L","998:L",22,342.120870786667,0,35,NA,622.253813083333,0,1
"XRT","974","R","974:R",22,581.302621266667,0,35,NA,244.11010608,0,1
"XRT","974","L","974:L",22,133.65823224,0,35,NA,865.29655728,0,1
"XRT","968","R","968:R",22,170.324209013333,0,35,NA,70.5191666666667,0,1
"XRT","968","L","968:L",22,321.724970433333,0,35,NA,1512.72824004,0,1
"XRT","997","R","997:R",22,620.165641386667,0,35,NA,468.35549985,0,1
"XRT","997","L","997:L",22,496.211321666667,0,35,NA,748.341703666667,0,1
"XRT","969","R","969:R",22,NA,1,19,22,251.632692,0,1
"XRT","969","L","969:L",22,NA,0,19,22,897.232297276666,0,1
"JQ1+ XRT","991","R","991:R",22,134.20949535,0,35,NA,31.82705256,1,1
"JQ1+ XRT","991","L","991:L",22,20.92941252,0,35,NA,147.9949824,1,1
"JQ1+ XRT","965","R","965:R",22,336.142911573333,0,35,NA,686.60025,1,1
"JQ1+ XRT","965","L","965:L",22,251.05026753,0,35,NA,254.7875442,1,1
"JQ1+ XRT","956","R","956:R",22,459.54350904,0,35,NA,447.55510365,1,1
"JQ1+ XRT","956","L","956:L",22,155.65678336,0,35,NA,104.202697126667,1,1
"JQ1+ XRT","972(no tag)","R","972(no tag):R",22,386.375898906667,0,35,NA,533.88599832,1,1
"JQ1+ XRT","972(no tag)","L","972(no tag):L",22,383.764389166667,0,35,NA,645.350384,1,1
"JQ1+ XRT","954","R","954:R",22,334.368109783333,0,35,NA,244.669696993333,1,1
"JQ1+ XRT","954","L","954:L",22,275.28922278,0,35,NA,896.898580693333,1,1
"JQ1+ XRT","999","R","999:R",22,409.4052576,0,35,NA,50.34590592,1,1
"JQ1+ XRT","999","L","999:L",22,53.0431826666667,0,35,NA,1422.1688,1,1
"JQ1+ XRT","847","R","847:R",22,NA,0,19,22,1020.6803145,1,1
"JQ1+ XRT","847","L","847:L",22,NA,1,19,22,418.626876586667,1,1
"JQ1+ XRT","848","R","848:R",22,NA,1,19,22,105.65027376,1,1
"JQ1+ XRT","848","L","848:L",22,NA,0,19,22,1559.76859050667,1,1
"JQ1+ XRT","996","R","996:R",22,225.85897854,0,35,NA,39.4867643733333,1,1
"JQ1+ XRT","996","L","996:L",22,35.0207130666667,0,35,NA,239.263511893333,1,1
"JQ1+ XRT","967","R","967:R",22,260.54651458,0,35,NA,152.70590556,1,1
"JQ1+ XRT","967","L","967:L",22,160.455248673333,0,35,NA,380.094404266667,1,1
"Vehicle","980","R","980:R",27,3628.39963123667,0,35,NA,107.45865,0,0
"Vehicle","980","L","980:L",27,483.750912,0,35,NA,479.575978466667,0,0
"Vehicle","973","R","973:R",27,1067.29939733333,0,35,NA,457.92251544,0,0
"Vehicle","973","L","973:L",27,947.228215133333,0,35,NA,157.817708333333,0,0
"Vehicle","955","R","955:R",27,NA,1,19,22,128.680331626667,0,0
"Vehicle","955","L","955:L",27,NA,0,19,22,1674.53775292,0,0
"Vehicle","992","R","992:R",27,1348.63785,0,35,NA,59.49570264,0,0
"Vehicle","992","L","992:L",27,371.288358,0,35,NA,112.06776808,0,0
"Vehicle","982","R","982:R",27,669.6265875,0,35,NA,154.981203463333,0,0
"Vehicle","982","L","982:L",27,619.452463653333,0,35,NA,147.801841,0,0
"Vehicle","951","R","951:R",27,NA,0,19,22,348.738657333333,0,0
"Vehicle","951","L","951:L",27,NA,1,19,22,127.43078328,0,0
"Vehicle","953","R","953:R",27,2575.956933,0,35,NA,1061.36940266667,0,0
"Vehicle","953","L","953:L",27,2735.884512,0,35,NA,649.117732973333,0,0
"Vehicle","966","R","966:R",27,NA,1,19,22,352.018858333333,0,0
"Vehicle","966","L","966:L",27,NA,0,19,22,703.64494872,0,0
"Vehicle","986","R","986:R",27,2163.54787970333,0,35,NA,152.70590556,0,0
"Vehicle","986","L","986:L",27,931.385964236667,0,35,NA,380.094404266667,0,0
"JQ1","970","R","970:R",27,2383.11387225,0,35,NA,86.407776,1,0
"JQ1","970","L","970:L",27,1237.40383513,0,35,NA,168.77957184,1,0
"JQ1","935","R","935:R",27,2374.35712712333,0,35,NA,341.963113,1,0
"JQ1","935","L","935:L",27,1915.66898496,0,35,NA,190.972599906667,1,0
"JQ1","934 (dead)","R","934 (dead):R",27,NA,0,3,6,281.946570186667,1,0
"JQ1","934 (dead)","L","934 (dead):L",27,NA,1,3,6,746.931628053333,1,0
"JQ1","977","R","977:R",27,NA,0,19,22,458.270266253333,1,0
"JQ1","977","L","977:L",27,NA,1,19,22,53.9234753866667,1,0
"JQ1","961","R","961:R",27,1203.10956420333,0,35,NA,63.82340136,1,0
"JQ1","961","L","961:L",27,227.797141446667,0,35,NA,749.15541792,1,0
"JQ1","936","R","936:R",27,NA,1,19,22,617.455814583333,1,0
"JQ1","936","L","936:L",27,NA,0,19,22,989.36038136,1,0
"JQ1","971","R","971:R",27,3492.05470876,0,35,NA,105.65027376,1,0
"JQ1","971","L","971:L",27,1912.58860257,0,35,NA,1559.76859050667,1,0
"JQ1","952","R","952:R",27,NA,1,19,22,1761.34583025,1,0
"JQ1","952","L","952:L",27,NA,0,19,22,864.85112316,1,0
"JQ1","958","R","958:R",27,2305.07443122667,0,35,NA,107.9689,1,0
"JQ1","958","L","958:L",27,944.54777088,0,35,NA,267.21445059,1,0
"XRT","837","R","837:R",27,NA,0,19,22,1131.9072,0,1
"XRT","837","L","837:L",27,NA,1,19,22,222.129984666667,0,1
"XRT","976","R","976:R",27,115.064192103333,0,35,NA,89.6208333333333,0,1
"XRT","976","L","976:L",27,0,0,35,NA,218.524614163333,0,1
"XRT","960","R","960:R",27,NA,1,19,22,282.27401776,0,1
"XRT","960","L","960:L",27,NA,0,19,22,56.3806802933333,0,1
"XRT","979","R","979:R",27,1709.61197629667,0,35,NA,388.87770856,0,1
"XRT","979","L","979:L",27,144.06782208,0,35,NA,224.557058133333,0,1
"XRT","998","R","998:R",27,163.554645333333,0,35,NA,800.514922643333,0,1
"XRT","998","L","998:L",27,268.891236756667,0,35,NA,622.253813083333,0,1
"XRT","974","R","974:R",27,139.385856,0,35,NA,244.11010608,0,1
"XRT","974","L","974:L",27,72.67386345,0,35,NA,865.29655728,0,1
"XRT","968","R","968:R",27,175.14930048,0,35,NA,70.5191666666667,0,1
"XRT","968","L","968:L",27,209.031893333333,0,35,NA,1512.72824004,0,1
"XRT","997","R","997:R",27,499.63393161,0,35,NA,468.35549985,0,1
"XRT","997","L","997:L",27,327.21449375,0,35,NA,748.341703666667,0,1
"XRT","969","R","969:R",27,NA,1,19,22,251.632692,0,1
"XRT","969","L","969:L",27,NA,0,19,22,897.232297276666,0,1
"JQ1+ XRT","991","R","991:R",27,127.10157312,0,35,NA,31.82705256,1,1
"JQ1+ XRT","991","L","991:L",27,12.50131968,0,35,NA,147.9949824,1,1
"JQ1+ XRT","965","R","965:R",27,144.417791826667,0,35,NA,686.60025,1,1
"JQ1+ XRT","965","L","965:L",27,382.76287884,0,35,NA,254.7875442,1,1
"JQ1+ XRT","956","R","956:R",27,545.640851556667,0,35,NA,447.55510365,1,1
"JQ1+ XRT","956","L","956:L",27,138.704610496667,0,35,NA,104.202697126667,1,1
"JQ1+ XRT","972(no tag)","R","972(no tag):R",27,372.91879044,0,35,NA,533.88599832,1,1
"JQ1+ XRT","972(no tag)","L","972(no tag):L",27,127.718386346667,0,35,NA,645.350384,1,1
"JQ1+ XRT","954","R","954:R",27,832.07488,0,35,NA,244.669696993333,1,1
"JQ1+ XRT","954","L","954:L",27,137.346040303333,0,35,NA,896.898580693333,1,1
"JQ1+ XRT","999","R","999:R",27,475.78515276,0,35,NA,50.34590592,1,1
"JQ1+ XRT","999","L","999:L",27,42.21837388,0,35,NA,1422.1688,1,1
"JQ1+ XRT","847","R","847:R",27,NA,0,19,22,1020.6803145,1,1
"JQ1+ XRT","847","L","847:L",27,NA,1,19,22,418.626876586667,1,1
"JQ1+ XRT","848","R","848:R",27,NA,1,19,22,105.65027376,1,1
"JQ1+ XRT","848","L","848:L",27,NA,0,19,22,1559.76859050667,1,1
"JQ1+ XRT","996","R","996:R",27,137.664993653333,0,35,NA,39.4867643733333,1,1
"JQ1+ XRT","996","L","996:L",27,37.46573268,0,35,NA,239.263511893333,1,1
"JQ1+ XRT","967","R","967:R",27,277.052013546667,0,35,NA,152.70590556,1,1
"JQ1+ XRT","967","L","967:L",27,119.955117333333,0,35,NA,380.094404266667,1,1
"Vehicle","980","R","980:R",30,4058.25464542333,0,35,NA,107.45865,0,0
"Vehicle","980","L","980:L",30,627.48713752,0,35,NA,479.575978466667,0,0
"Vehicle","973","R","973:R",30,1609.59694488,0,35,NA,457.92251544,0,0
"Vehicle","973","L","973:L",30,1503.82748928,0,35,NA,157.817708333333,0,0
"Vehicle","955","R","955:R",30,NA,1,19,22,128.680331626667,0,0
"Vehicle","955","L","955:L",30,NA,0,19,22,1674.53775292,0,0
"Vehicle","992","R","992:R",30,1249.74256875,0,35,NA,59.49570264,0,0
